pays,année,espérance de vie,niveau d’éducation,pib/hab,idh calculé,chômage
Turkiye,2015,76.539,17.3899993896484,11049.9951100942,0.475,10.304
Turkiye,2020,76.525,19.6952571868896,8638.73903848102,0.487,13.148
Turkmenistan,2000,64.931,12.6599998474121,633.835487638011,0.29,11.666
Turkmenistan,2005,66.275,12.6599998474121,1604.01618452312,0.336,7.485
Turkmenistan,2010,68.608,12.6599998474121,4058.53937000739,0.376,4.0
Turkmenistan,2015,69.061,12.6599998474121,5759.497903834,0.388,4.016
Turkmenistan,2020,68.846,12.6599998474121,6592.60146027748,0.392,4.501
Turks and Caicos Islands,2000,73.972,,,,
Turks and Caicos Islands,2005,75.954,,24122.3028180757,,
Turks and Caicos Islands,2010,76.784,,23093.843101651,,
Turks and Caicos Islands,2015,77.321,,25736.101625461,,
Turks and Caicos Islands,2020,77.499,,17452.6578046047,,
Tuvalu,2000,63.536,,1579.41906275542,,
Tuvalu,2005,64.096,,2304.82694329052,,
Tuvalu,2010,64.834,,3024.8170790571,,
Tuvalu,2015,65.365,,3357.83417700071,,
Tuvalu,2020,66.357,11.61244201660155,4976.11254109571,0.366,
Uganda,2000,49.64,,258.050338731086,,3.529
Uganda,2005,54.926,4.80999994277954,330.405402707025,0.167,1.9
Uganda,2010,59.959,8.1899995803833,823.488144282,0.252,3.619
Uganda,2015,63.831,7.716408252716063,862.934610355811,0.257,2.679
Uganda,2020,66.41,8.908330122629785,845.766463890124,0.274,3.831
Ukraine,2000,67.786,,653.294311523438,,11.707
Ukraine,2005,67.517,38.1399993896484,1875.33508300781,0.498,7.18
Ukraine,2010,70.188,38.1399993896484,3039.63232421875,0.534,8.1
Ukraine,2015,72.686,38.1399993896484,2094.47387695313,0.522,9.14
Ukraine,2020,73.283,47.2131156921387,3709.76928710938,0.596,9.475
United Arab Emirates,2000,76.347,,29865.502347066,,2.25
United Arab Emirates,2005,80.779,17.9599990844727,38719.3138307623,0.533,3.12
United Arab Emirates,2010,81.886,17.9599990844727,43696.6712597922,0.54,2.811
United Arab Emirates,2015,82.076,17.9599990844727,43534.9972681733,0.54,1.793
United Arab Emirates,2020,81.936,41.405999755859405,37173.8754100281,0.707,4.294
United Kingdom,2000,77.7414634146342,,28280.926786099,,5.558
United Kingdom,2005,79.0487804878049,,42104.7884375024,,4.835
United Kingdom,2010,80.4024390243902,33.7000007629395,39598.957119545,0.657,7.924
United Kingdom,2015,80.9560975609756,39.7894134521484,44964.3911437292,0.701,5.517
United Kingdom,2020,80.331756097561,47.2400016784668,40201.6812422928,0.735,4.472
United States,2000,76.6365853658537,,36329.9702595751,,3.992
United States,2005,77.4878048780488,36.2299995422363,44123.3996470026,0.666,5.084
United States,2010,78.5414634146342,39.1399993896484,48650.6643227232,0.691,9.633
United States,2015,78.690243902439,42.3400001525879,57040.2082136605,0.716,5.28
United States,2020,76.9804878048781,48.0900001525879,64411.3731779373,0.744,8.055
Upper middle income,2000,70.7714018932394,,1844.94204356869,,5.69537021784595
Upper middle income,2005,72.2900746309676,,2778.81670594858,,6.24660024027657
Upper middle income,2010,73.8271598051993,,5672.64253995706,,5.9042652915291
Upper middle income,2015,75.1719708158529,,7359.58786997586,,5.80943885452003
Upper middle income,2020,75.2293474558881,,8228.64336599657,,6.81216964139814
Uruguay,2000,74.693,10.210000038147,6987.70098766257,0.381,12.627
Uruguay,2005,75.829,10.065000057220477,5284.25677987129,0.373,12.009
Uruguay,2010,76.691,9.40999984741211,12641.0576849008,0.391,7.158
Uruguay,2015,77.285,12.4200000762939,17125.9016800298,0.44,7.488
Uruguay,2020,78.381,12.971999931335418,15789.6857422214,0.447,10.413
Uzbekistan,2000,65.456,,555.149231099186,,12.317
Uzbekistan,2005,67.481,,542.835808692209,,7.092
Uzbekistan,2010,69.836,,1753.20730243278,,5.36
Uzbekistan,2015,71.33,55.2999992370605,2803.19018021751,0.604,5.15
Uzbekistan,2020,71.461,17.5299472808838,1978.28051860763,0.397,5.293
Vanuatu,2000,68.586,,1460.23817692229,,8.283
Vanuatu,2005,69.166,,1873.99142640619,,8.126
Vanuatu,2010,69.57,2.93270325660706,2815.18828985779,0.224,4.685
Vanuatu,2015,70.163,2.93270325660706,2746.59171880997,0.225,5.254
Vanuatu,2020,70.385,4.63765525817871,3042.98711598286,0.265,4.046
"Venezuela, RB",2000,72.388,,4776.2816763938,,13.99
"Venezuela, RB",2005,73.075,23.1900005340576,5432.4854184654,0.485,10.663
"Venezuela, RB",2010,73.092,16.1540002822876,13646.3046622664,0.461,7.112
"Venezuela, RB",2015,73.004,29.7800006866455,13147.680841257,0.564,6.137
"Venezuela, RB",2020,72.369,31.42720476786293,13147.680841257,0.571,7.53
Viet Nam,2000,72.746,,404.029784055118,,2.26
Viet Nam,2005,73.198,,710.746759994861,,2.078
Viet Nam,2010,73.611,7.87626791000366,1683.16182443979,0.303,1.114
Viet Nam,2015,73.955,10.4668636322021,2577.56885340113,0.349,1.848
Viet Nam,2020,75.383,13.6809120178223,3534.03953482647,0.397,2.103
Virgin Islands (U.S.),2000,76.619512195122,,,,10.546
Virgin Islands (U.S.),2005,77.4219512195122,,40828.7460927775,,10.878
Virgin Islands (U.S.),2010,77.8658536585366,,39905.1284180994,,11.742
Virgin Islands (U.S.),2015,79.0170731707317,,34007.3529411765,,12.422
Virgin Islands (U.S.),2020,79.819512195122,,39787.3741650202,,15.191
West Bank and Gaza,2000,70.298,,1476.17185000238,,10.625
West Bank and Gaza,2005,72.004,17.7299995422363,1543.70141392774,0.389,20.016
West Bank and Gaza,2010,73.302,21.9899997711182,2557.07562356699,0.445,21.416
West Bank and Gaza,2015,74.577,23.4899997711182,3272.15432360708,0.47,23.005
West Bank and Gaza,2020,74.998,28.8500003814697,3233.56863835858,0.504,25.895
World,2000,67.6497257226022,,5494.39887178018,,6.12304074094227
World,2005,69.1102257723181,,7271.02662558709,,6.22712811677286
World,2010,70.6809035076169,,9514.76030195493,,6.28633469019007
World,2015,71.9645771379818,,10142.1434788123,,6.00655926883703
World,2020,72.1827671974507,,10916.687666264,,6.60880501698705
"Yemen, Rep.",2000,62.761,,493.235182634814,,11.557
"Yemen, Rep.",2005,65.356,,734.159908450927,,12.215
"Yemen, Rep.",2010,67.223,,1155.20305261418,,12.779
"Yemen, Rep.",2015,66.761,4.98842000961304,1362.17379435676,0.242,17.9
"Yemen, Rep.",2020,66.435,4.98842000961304,559.564672794182,0.21,17.953
Zambia,2000,46.577,,359.429500988221,,12.93
Zambia,2005,51.615,,710.982068171696,,15.9
Zambia,2010,56.896,,1451.10616017155,,13.19
Zambia,2015,60.728,5.42241239547729,1295.87788680068,0.236,5.942
Zambia,2020,63.361,13.6972255706787,951.644316655957,0.314,6.033
Zimbabwe,2000,46.034,,562.556900384332,,5.684
Zimbabwe,2005,46.57,1.53999996185303,461.0282813252,0.113,4.622
Zimbabwe,2010,51.925,1.53999996185303,901.554443558321,0.136,5.447
Zimbabwe,2015,58.989,8.091052889823915,1386.42284717709,0.268,5.377
Zimbabwe,2020,61.53,12.424653967221587,1730.41348946953,0.325,8.621
